"","x","y","var1.pred","var1.var","optional"
"186",500,1800,15.2993011474609,1.4210854715202e-14,TRUE
"187",600,1800,12.5079936981201,0,TRUE
"188",700,1800,8.63907623291014,-7.105427357601e-15,TRUE
"189",800,1800,11.6385765075684,1.06581410364015e-14,TRUE
"190",900,1800,12.4176769256592,-1.77635683940025e-14,TRUE
"191",0,1900,18.0929012298584,1.06581410364015e-14,TRUE
"192",100,1900,12.1691741943359,3.5527136788005e-15,TRUE
"193",200,1900,12.5987825393677,1.4210854715202e-14,TRUE
"194",300,1900,12.9333114624023,3.83115824148617e-32,TRUE
"195",400,1900,14.6243515014648,2.48689957516035e-14,TRUE
"196",500,1900,16.1362190246582,3.83115824148617e-32,TRUE
"197",600,1900,11.7278804779053,-1.4210854715202e-14,TRUE
"198",700,1900,11.1809597015381,7.105427357601e-15,TRUE
"199",800,1900,10.3706684112549,-2.1316282072803e-14,TRUE
"200",900,1900,12.7112083435059,-1.4210854715202e-14,TRUE
"201",0,2000,21.3623313903809,-7.105427357601e-15,TRUE
"202",100,2000,18.0163803100586,1.37921696693502e-30,TRUE
"203",200,2000,16.6383934020996,3.5527136788005e-15,TRUE
"204",300,2000,12.8520021438599,3.5527136788005e-15,TRUE
"205",400,2000,11.8938980102539,3.5527136788005e-15,TRUE
"206",500,2000,16.0908031463623,1.06581410364015e-14,TRUE
"207",600,2000,14.592432975769,9.57789560371542e-33,TRUE
"208",700,2000,10.6701736450195,-2.1316282072803e-14,TRUE
"209",800,2000,11.4786424636841,1.4210854715202e-14,TRUE
"210",900,2000,7.03804922103882,7.105427357601e-15,TRUE
"211",0,2100,18.7172222137451,-7.105427357601e-15,TRUE
"212",100,2100,12.9746761322021,-7.105427357601e-15,TRUE
"213",200,2100,18.3203716278076,-1.4210854715202e-14,TRUE
"214",300,2100,17.1498584747314,-1.06581410364015e-14,TRUE
"215",400,2100,13.9738216400146,9.57789560371542e-31,TRUE
"216",500,2100,8.60577487945556,1.53246329659447e-31,TRUE
"217",600,2100,13.2025289535522,3.5527136788005e-15,TRUE
"218",700,2100,13.6571044921875,1.4210854715202e-14,TRUE
"219",800,2100,5.19826698303221,-1.4210854715202e-14,TRUE
"220",900,2100,10.9277248382568,1.77635683940025e-14,TRUE
"221",0,2200,19.0063343048096,3.5527136788005e-15,TRUE
"222",100,2200,14.3370580673218,-3.5527136788005e-15,TRUE
"223",200,2200,12.0179996490479,1.4210854715202e-14,TRUE
"224",300,2200,13.0461578369141,1.77635683940025e-14,TRUE
"225",400,2200,13.5722913742065,7.105427357601e-15,TRUE
"226",500,2200,12.1596212387085,1.06581410364015e-14,TRUE
"227",600,2200,14.7785549163818,-3.5527136788005e-15,TRUE
"228",700,2200,15.2967548370361,1.4210854715202e-14,TRUE
"229",800,2200,13.9970893859863,-7.105427357601e-15,TRUE
"230",900,2200,9.52555465698241,1.53246329659447e-31,TRUE
"231",0,2300,11.4632301330566,2.48689957516035e-14,TRUE
"232",100,2300,18.5414543151855,3.5527136788005e-15,TRUE
"233",200,2300,18.5769824981689,2.48689957516035e-14,TRUE
"234",300,2300,10.8773422241211,7.105427357601e-15,TRUE
"235",400,2300,9.89109039306641,3.5527136788005e-15,TRUE
"236",500,2300,17.0363788604736,3.5527136788005e-15,TRUE
"237",600,2300,13.2720537185669,3.5527136788005e-15,TRUE
"238",700,2300,12.3917207717896,-7.105427357601e-15,TRUE
"239",800,2300,8.49651813507078,-3.5527136788005e-15,TRUE
"240",900,2300,12.4587297439575,7.105427357601e-15,TRUE
"241",0,2400,17.8986148834229,3.44804241733755e-31,TRUE
"242",100,2400,21.3772583007812,-2.8421709430404e-14,TRUE
"243",200,2400,14.3463134765625,3.5527136788005e-15,TRUE
"244",300,2400,14.6694946289062,1.77635683940025e-14,TRUE
"245",400,2400,6.73073577880859,-7.105427357601e-15,TRUE
"246",500,2400,12.5887546539307,3.5527136788005e-15,TRUE
"247",600,2400,13.321141242981,7.105427357601e-15,TRUE
"248",700,2400,17.2311687469482,-3.5527136788005e-15,TRUE
"249",800,2400,5.67121267318728,1.4210854715202e-14,TRUE
"250",900,2400,13.05286693573,-2.1316282072803e-14,TRUE
"251",0,2500,11.5741357803345,-3.5527136788005e-15,TRUE
"252",100,2500,18.7779483795166,0,TRUE
"253",200,2500,17.3785247802734,3.83115824148617e-32,TRUE
"254",300,2500,12.9809665679932,-1.77635683940025e-14,TRUE
"255",400,2500,13.4591274261475,-3.5527136788005e-15,TRUE
"256",500,2500,14.9583415985107,3.44804241733755e-31,TRUE
"257",600,2500,14.3535814285278,2.48689957516035e-14,TRUE
"258",700,2500,17.0496807098389,-7.105427357601e-15,TRUE
"259",800,2500,19.5355453491211,-7.105427357601e-15,TRUE
"260",900,2500,19.4662132263184,-7.105427357601e-15,TRUE
"261",0,2600,9.60545539855958,3.83115824148617e-32,TRUE
"262",100,2600,12.9703311920166,-1.06581410364015e-14,TRUE
"263",200,2600,12.4888639450073,-1.06581410364015e-14,TRUE
"264",300,2600,12.9586248397827,-7.105427357601e-15,TRUE
"265",400,2600,12.8825712203979,-1.06581410364015e-14,TRUE
"266",500,2600,9.82857704162598,-1.06581410364015e-14,TRUE
"267",600,2600,13.8161058425903,-7.105427357601e-15,TRUE
"268",700,2600,12.1151762008667,7.105427357601e-15,TRUE
"269",800,2600,18.3602962493896,7.105427357601e-15,TRUE
"270",900,2600,18.4571552276611,6.12985318637787e-31,TRUE
"271",0,2700,18.7221870422363,3.5527136788005e-15,TRUE
"272",100,2700,10.2883329391479,3.5527136788005e-15,TRUE
"273",200,2700,10.9824838638306,-1.06581410364015e-14,TRUE
"274",300,2700,11.9451742172241,-3.5527136788005e-15,TRUE
"275",400,2700,14.7471036911011,1.77635683940025e-14,TRUE
"276",500,2700,14.4585399627686,-3.5527136788005e-15,TRUE
"277",600,2700,10.2886962890625,-7.105427357601e-15,TRUE
"278",700,2700,11.5720291137695,-7.105427357601e-15,TRUE
"279",800,2700,12.4574766159058,7.105427357601e-15,TRUE
"280",900,2700,16.9675254821777,8.62010604334388e-32,TRUE
"281",0,2800,20.2136211395264,7.105427357601e-15,TRUE
"282",100,2800,17.8127822875977,1.53246329659447e-31,TRUE
"283",200,2800,17.6822128295898,3.83115824148617e-32,TRUE
"284",300,2800,10.4377479553223,-2.1316282072803e-14,TRUE
"285",400,2800,8.63735580444336,1.77635683940025e-14,TRUE
"286",500,2800,10.9310684204102,-2.1316282072803e-14,TRUE
"287",600,2800,10.6728744506836,1.06581410364015e-14,TRUE
"288",700,2800,15.0224533081055,1.06581410364015e-14,TRUE
"289",800,2800,17.7605571746826,7.105427357601e-15,TRUE
"290",900,2800,12.4092454910278,1.4210854715202e-14,TRUE
"291",0,2900,18.4782447814941,-3.5527136788005e-15,TRUE
"292",100,2900,21.1641120910645,3.5527136788005e-15,TRUE
"293",200,2900,21.054744720459,3.5527136788005e-15,TRUE
"294",300,2900,19.5079402923584,3.44804241733755e-31,TRUE
"295",400,2900,10.7655792236328,1.06581410364015e-14,TRUE
"296",500,2900,13.2861337661743,3.5527136788005e-15,TRUE
"297",600,2900,17.659330368042,3.5527136788005e-15,TRUE
"298",700,2900,14.5689067840576,1.4210854715202e-14,TRUE
"299",800,2900,15.5237150192261,7.105427357601e-15,TRUE
"300",900,2900,14.0487995147705,3.83115824148617e-32,TRUE
"301",0,3000,13.7345733642578,-7.105427357601e-15,TRUE
"302",100,3000,14.9422664642334,0,TRUE
"303",200,3000,22.4408073425293,3.5527136788005e-15,TRUE
"304",300,3000,21.21311378479,3.83115824148617e-32,TRUE
"305",400,3000,12.4494495391846,-1.4210854715202e-14,TRUE
"306",500,3000,10.3844947814941,3.5527136788005e-15,TRUE
"307",600,3000,17.0206985473633,3.5527136788005e-15,TRUE
"308",700,3000,18.204216003418,1.4210854715202e-14,TRUE
"309",800,3000,11.979471206665,-3.5527136788005e-15,TRUE
"310",900,3000,17.1228008270264,1.77635683940025e-14,TRUE
"311",1000,0,6.84047889709472,-7.105427357601e-15,TRUE
"312",1100,0,4.43669605255126,-2.1316282072803e-14,TRUE
"313",1200,0,2.65363359451295,7.105427357601e-15,TRUE
"314",1300,0,9.44429588317869,-7.105427357601e-15,TRUE
"315",1400,0,10.0969820022583,2.8421709430404e-14,TRUE
"316",1500,0,4.00889968872069,-3.5527136788005e-15,TRUE
"317",1600,0,10.855938911438,1.06581410364015e-14,TRUE
"318",1700,0,3.99814200401306,3.5527136788005e-15,TRUE
"319",1800,0,5.443754196167,7.105427357601e-15,TRUE
"320",1900,0,6.88221883773802,2.48689957516035e-14,TRUE
"321",2000,0,5.57106876373293,7.105427357601e-15,TRUE
"322",2100,0,7.56205081939699,-1.06581410364015e-14,TRUE
"323",2200,0,6.4817681312561,3.5527136788005e-15,TRUE
"324",2300,0,8.89448738098145,6.12985318637787e-31,TRUE
"325",2400,0,8.34465408325195,-7.105427357601e-15,TRUE
"326",2500,0,9.10287475585938,3.83115824148617e-32,TRUE
"327",2600,0,6.05848360061646,3.5527136788005e-15,TRUE
"328",2700,0,8.40537643432616,1.06581410364015e-14,TRUE
"329",2800,0,7.74343061447144,-7.105427357601e-15,TRUE
"330",2900,0,9.22153759002686,7.105427357601e-15,TRUE
"331",3000,0,8.25490283966064,3.5527136788005e-15,TRUE
"332",1000,100,5.14996051788329,-2.8421709430404e-14,TRUE
"333",1100,100,9.42906856536867,2.1316282072803e-14,TRUE
"334",1200,100,4.7666220664978,7.105427357601e-15,TRUE
"335",1300,100,5.52261877059937,7.105427357601e-15,TRUE
"336",1400,100,5.62157535552979,-1.77635683940025e-14,TRUE
"337",1500,100,3.72299504280093,-3.5527136788005e-15,TRUE
"338",1600,100,3.59800338745119,7.105427357601e-15,TRUE
"339",1700,100,6.18510055541991,-1.77635683940025e-14,TRUE
"340",1800,100,7.33037424087524,2.48689957516035e-14,TRUE
"341",1900,100,8.89366817474364,-7.105427357601e-15,TRUE
"342",2000,100,7.73949432373047,3.5527136788005e-14,TRUE
"343",2100,100,6.54633951187135,-1.4210854715202e-14,TRUE
"344",2200,100,10.1047334671021,3.44804241733755e-31,TRUE
"345",2300,100,11.81809425354,7.105427357601e-15,TRUE
"346",2400,100,11.86829662323,-7.105427357601e-15,TRUE
"347",2500,100,11.3969192504883,7.105427357601e-15,TRUE
"348",2600,100,7.25584936141968,1.77635683940025e-14,TRUE
"349",2700,100,6.62738227844238,-3.5527136788005e-15,TRUE
"350",2800,100,7.34387016296387,-3.5527136788005e-15,TRUE
"351",2900,100,6.90937328338623,7.105427357601e-15,TRUE
"352",3000,100,8.68564701080322,1.53246329659447e-31,TRUE
"353",1000,200,4.34982347488403,1.4210854715202e-14,TRUE
"354",1100,200,5.81753730773924,-7.105427357601e-15,TRUE
"355",1200,200,6.71672105789186,-3.5527136788005e-15,TRUE
"356",1300,200,5.17395687103273,-1.4210854715202e-14,TRUE
"357",1400,200,6.26589250564572,-3.5527136788005e-15,TRUE
"358",1500,200,5.35798263549803,-7.105427357601e-15,TRUE
"359",1600,200,4.02964782714845,-3.5527136788005e-15,TRUE
"360",1700,200,5.82782173156737,7.105427357601e-15,TRUE
"361",1800,200,8.48035621643065,3.90798504668055e-14,TRUE
"362",1900,200,6.76862430572511,7.105427357601e-15,TRUE
"363",2000,200,7.05783224105835,7.105427357601e-15,TRUE
"364",2100,200,11.1383657455444,-1.4210854715202e-14,TRUE
"365",2200,200,12.5768241882324,-1.06581410364015e-14,TRUE
"366",2300,200,10.8619594573975,7.105427357601e-15,TRUE
"367",2400,200,10.9711656570435,3.83115824148617e-32,TRUE
"368",2500,200,6.99979448318482,3.5527136788005e-15,TRUE
"369",2600,200,4.17660331726075,0,TRUE
"370",2700,200,2.32548999786376,1.06581410364015e-14,TRUE
"371",2800,200,5.38266897201539,1.53246329659447e-31,TRUE
"372",2900,200,6.87148046493531,7.105427357601e-15,TRUE
"373",3000,200,4.83520412445068,3.5527136788005e-15,TRUE
"374",1000,300,7.50993442535403,7.105427357601e-15,TRUE
"375",1100,300,12.3474054336548,3.5527136788005e-14,TRUE
"376",1200,300,6.82548427581787,-1.4210854715202e-14,TRUE
"377",1300,300,6.486008644104,3.44804241733755e-31,TRUE
"378",1400,300,6.12981939315793,1.06581410364015e-14,TRUE
"379",1500,300,3.64861845970155,8.62010604334388e-32,TRUE
"380",1600,300,6.16246652603148,-7.105427357601e-15,TRUE
"381",1700,300,8.30584907531737,-1.4210854715202e-14,TRUE
"382",1800,300,10.2872791290283,1.77635683940025e-14,TRUE
"383",1900,300,4.32148885726931,2.48689957516035e-14,TRUE
"384",2000,300,6.96414327621461,-2.1316282072803e-14,TRUE
"385",2100,300,8.04395484924317,3.5527136788005e-15,TRUE
"386",2200,300,8.54184055328368,7.105427357601e-15,TRUE
"387",2300,300,16.0911979675293,-3.5527136788005e-15,TRUE
"388",2400,300,10.7784519195557,1.06581410364015e-14,TRUE
"389",2500,300,8.48501491546631,1.77635683940025e-14,TRUE
"390",2600,300,5.30044984817504,-1.06581410364015e-14,TRUE
"391",2700,300,9.97552204132082,3.5527136788005e-15,TRUE
"392",2800,300,5.04593992233276,7.105427357601e-15,TRUE
"393",2900,300,7.70951461791992,7.105427357601e-15,TRUE
"394",3000,300,11.4499616622925,-1.4210854715202e-14,TRUE
"395",1000,400,5.97177267074583,-1.4210854715202e-14,TRUE
"396",1100,400,4.70436477661131,-2.48689957516035e-14,TRUE
"397",1200,400,5.22635889053347,-1.06581410364015e-14,TRUE
"398",1300,400,1.90343534946439,-1.06581410364015e-14,TRUE
"399",1400,400,5.62795972824095,-1.06581410364015e-14,TRUE
"400",1500,400,3.43818306922913,-1.4210854715202e-14,TRUE
"401",1600,400,7.31327390670774,-1.77635683940025e-14,TRUE
"402",1700,400,8.67696762084961,-7.105427357601e-15,TRUE
"403",1800,400,8.0958366394043,7.105427357601e-15,TRUE
"404",1900,400,8.37236976623537,2.48689957516035e-14,TRUE
"405",2000,400,7.28704404830933,1.77635683940025e-14,TRUE
"406",2100,400,9.43509006500244,1.06581410364015e-14,TRUE
"407",2200,400,11.2687473297119,-3.5527136788005e-15,TRUE
"408",2300,400,14.9982261657715,-3.5527136788005e-15,TRUE
"409",2400,400,13.0349178314209,-1.06581410364015e-14,TRUE
"410",2500,400,10.041051864624,3.44804241733755e-31,TRUE
"411",2600,400,7.29893350601197,-3.5527136788005e-15,TRUE
"412",2700,400,10.6858711242676,1.53246329659447e-31,TRUE
"413",2800,400,6.08084678649901,-3.5527136788005e-15,TRUE
"414",2900,400,10.7676668167114,-3.5527136788005e-15,TRUE
"415",3000,400,7.4402952194214,3.83115824148617e-32,TRUE
"416",1000,500,6.46585941314695,3.5527136788005e-15,TRUE
"417",1100,500,5.30760097503663,1.06581410364015e-14,TRUE
"418",1200,500,2.2397894859314,-2.48689957516035e-14,TRUE
"419",1300,500,5.46268558502196,-3.5527136788005e-14,TRUE
"420",1400,500,4.74210166931151,-3.5527136788005e-15,TRUE
"421",1500,500,3.48118782043459,2.48689957516035e-14,TRUE
"422",1600,500,8.06344223022458,3.5527136788005e-15,TRUE
"423",1700,500,9.23244571685789,1.77635683940025e-14,TRUE
"424",1800,500,9.36406517028812,-1.4210854715202e-14,TRUE
"425",1900,500,7.53967332839966,-1.4210854715202e-14,TRUE
"426",2000,500,8.17672920227049,2.1316282072803e-14,TRUE
"427",2100,500,10.751974105835,7.10542735760101e-15,TRUE
"428",2200,500,13.3568906784058,-1.77635683940025e-14,TRUE
"429",2300,500,11.6676378250122,-1.06581410364015e-14,TRUE
"430",2400,500,9.46113967895509,1.4210854715202e-14,TRUE
"431",2500,500,10.9067678451538,7.105427357601e-15,TRUE
"432",2600,500,9.07180786132812,-1.06581410364015e-14,TRUE
"433",2700,500,11.4910888671875,7.105427357601e-15,TRUE
"434",2800,500,12.5641603469849,7.105427357601e-15,TRUE
"435",2900,500,10.2582759857178,2.48689957516035e-14,TRUE
"436",3000,500,5.83822393417357,-1.06581410364015e-14,TRUE
"437",1000,600,7.86309576034543,1.77635683940025e-14,TRUE
"438",1100,600,9.58915424346929,-1.06581410364015e-14,TRUE
"439",1200,600,8.1123399734497,-1.4210854715202e-14,TRUE
